artist_name,track_name,release_date,genre,lyrics
Bee Gees,I Can’t See Nobody,1967,Retro,"[Verse 1]
I walk the lonely streets
I watch the people passing by
I used to smile and say hello
Guess I was just a happy guy
Then you happened, girl
This feeling that possesses me
I just can't move myself
I guess it all just had to be

[Chorus]
I can't see nobody...no
I can't see nobody
My eyes can only look at you...you

[Verse 2]
I used to have a brain
I used to think of many things
I watched the falling rain and listened to the sweet birds sing
Don't ask me why, little girl
I love you and that's all I can say
You're every, every breath I take
You are my nights; my night and day

[Chorus]
I can't see nobody...no
I can't see nobody
My eyes can only look at you...you

[Verse 3]
Every single word you hear
Is coming from this heart of mine
I never felt like this before
A love like yours so young and fine
And now as I try to forget you
It doesn't work out any way
I loved you such a long time ago
But in my eyes you'll always be
Every single word you hear
Is coming from this heart of mine
I loved you such a long time ago
Don't know why
And I don't know why
Baby...

[Chorus] x2
I can't see nobody...no
I can't see nobody
My eyes can only look at you...you

I can't see nobody...no
I can't see nobody
My eyes can only look at you...you"
Bee Gees,And the Sun Will Shine,1968,Retro,"[Verse 1]
And the rain will fall, it falls for you
And the clouds will break into tears
You should be here standing so near to me

[Pre-Chorus]
Cept I know you should be sad
But give me time alone to get it out of my mind
Though I say, I know it's only the weather
Cause every time it rains, you are gone
And I'm blue
Then I wake up, then I wake up

[Chorus]
And the sun will shine if just for you
And the trees will talk to the skies, whispering lies
Heaven will pass to me, yeah

[Post-Chorus]
Trains walk by and the birds disappear
But why am I still here without you by my side
So I cry your name and love
Cause love to me is life and I live
Then I wake up, then I grow up

[Outro]
And the rain will fall
It falls for you
And the clouds will break
It should be near
And the sun will shine
If just for you
And the love...."
Bee Gees,Still Waters (Run Deep),1997,Retro,"[Chorus]
Still waters run deep
Just remember when we lie to each other
No one wins, and losers weep
Reflection will show this connection
We can lean on each other
This is all we need to know

[Verse 1]
Well, I admit I've been a fool sometimes
I believe I may be losing you
It's now or never, we talk before a tear is shed
Under your spell and over my head
You took me in your arms, and you told me
We don't need to worry
But you, you never say your sorry

Keep this love alive for us, it's all I feel
How can we survive if we change what is real

[Chorus]
Still waters run deep
Just remember when we lie to each other
No one wins, and losers weep
Reflection will show this connection
We can lean on each other
This is all we need to know

[Verse 2]
I see the angel and the devil in your heart
I confess, either one is my addiction
And where you're leading me
I don't have the will to fight
Out of the darkness and into the light
But living in your arms, I can take it
Please don't make me shiver
I know together we deliver

Let the gods decide who finds the sweetest thrill
Who can justify the truth, God, I love you still

[Chorus]
Still waters run deep
Just remember when we lie to each other
No one wins, and losers weep
Deception will show
It's a struggle when you're starved for affection
This is all we need to know

[Verse 3]
Don't let him get too close to you
You've got a stranger on your mind
The dream is free
I know I'm only human if I cry
Or maybe we should kiss and say goodbye

[Chorus] (x2)
Still waters run deep
Just remember when we lie to each other
No one wins, and losers weep
Deception will show
It's a struggle when you're starved for affection
This is all we need to know"
Bee Gees,Melody Fair,1969,Retro,"[Verse 1]
Who is the girl with the crying face
Looking at millions of signs?
She knows that life is a running race
Her face shouldn't show any sign

[Chorus]
Melody fair, won't you comb your hair?
You can be beautiful, too
Melody fair, remember you're only a woman
Melody fair, remember you're only a girl

[Verse 2]
Who is the girl at the window pane
Watching the rain falling down?
Melody, life isn't like the rain
It's just like a merry go round

[Chorus]
Melody fair, won't you comb your hair?
You can be beautiful, too
Melody fair, remember you're only a woman
Melody fair, remember you're only a girl

[Verse 3]
Who is the girl with the crying face
Looking at millions of signs?
She knows that life is a running race
Her face shouldn't show any sign

[Chorus]
Melody fair, won't you comb your hair?
You can be beautiful, too
Melody fair, remember you're only a woman
Melody fair, remember you're only a girl"
Bee Gees,Tomorrow Tomorrow,1969,Retro,"[Verse 1]
Ooh, every day you make me cry, girl
I cry too much
And today you say goodbye, girl
It's just too much

[Pre-Chorus]
Hey, I swallowed each and every lie
That you gave to me
Where lies the man that I was
And the future that could never be?

[Chorus]
Tomorrow every one gonna know me better
And tomorrow every one gonna drink my wine
And tomorrow every one gonna read my letter
And my story of love and a love that could never be mine

[Verse 2]
Ooh ask you to be my wife, girl
You were playing
Now I ask you where is my life, girl?
You were saying

[Pre-Chorus]
Hey, I swallowed each and every lie
That you gave to me
Where lies the man that I was
And the future that could never be?

[Outro]
Tomorrow every one gonna know me better
And tomorrow every one gonna drink my wine
And tomorrow every one gonna read my letter
And my story of love and a love that could never be mine

Tomorrow every one gonna know me better
And tomorrow every one gonna drink my wine
And tomorrow every one gonna read my letter
And my story of love and a love that could never be mine"
Bee Gees,Holiday/I Can’t See Nobody/I Started a Joke/Massachusetts,1977,Retro,"Ooh you're a holiday, ev'ry day, such a holiday
Now it's my turn to say, and I say you're a holiday

It's something I think's worthwhile
If the puppet makes you smile
If not then you're throwing stones
Throwing stones, throwing stones

Ooh it's a funny game
Don't believe that it's all the same
Can't think what I've just said
Put the soft pillow on my head

If millions of eyes can see
Yet why am I so blind
When that someone else is me
It's unkind, it's unkind

De de de de de    de de de de de de de
De de de de de de de de de de de

I walk the lonely streets
I watch the people passing by
I used to smile and say hello
I guess that I was just a happy guy
Then you happened, girl
This feeling that possesses me
I just can't move myself
I guess it all just had to be

I can't see nobody...no
No, I can't see nobody...oh no
My eyes can only look at you...
Baby...

I can't see nobody...oh no
No, I can't see nobody...oh no
My eyes can only look at you...

I started a joke, which started the whole world crying
But I didn't see that the joke was on me, oh no
I started to cry, which started the whole world laughing
Oh, if I'd only seen that the joke was on me

I looked at the skies, running my hands over my eyes
And I fell out of bed, hurting my head from things that I'd said
Til I finally died, which started the whole world living
Oh, if I'd only seen, oh no, that the joke was on me...oh no
That the joke was on me
Oh-oh-oh-oh-oh no

Feel I'm goin' back to Massachusetts
Something's telling me I must go home
And the lights all went out in Massachusetts
The day I left her standing on her own

Talk about the life in Massachusetts
Speak about the people I have seen
And the lights all went out in Massachusetts
And Massachusetts is one place I have seen
I will remember Massachusetts...oh yeah
I will remember Massachusetts...oh yeah
Oh"
Bee Gees,Rings Around the Moon,1997,Retro,"If you're lonely in the black of night
If you call me, I'll be there
I was falling and you helped me get it right
And I thank you girl, and I thank you

And I pray for the sign
And I won't be too late

If you just come down
I can look you in the eye
I can tell you that I love you
And my love will never die
And it's time that you know
Just how far I mean to go
We fly rings around the moon
We fly rings around the moon
We fly rings around the moon
We fly rings around the moon

Come tomorrow, candle burns
And I wake up by your side
All my sorrow, you made it disappear
And I thank you, and I thank you

And I lay down my life
And I won't be alone

If you just take time
And be sure of who you are
We can take it up to heaven
We can walk amongst the stars
And I know if you stay
I will never turn away
We fly rings around the moon
We fly rings around the moon
We fly rings around the moon
We fly rings around the moon

And I pray for the sign
And I won't be too late

If you just take time
And be sure of who you are
We can take it up to heaven
We can walk amongst the stars
And I know if you stay
I will never turn away
We fly rings around the moon
We fly rings around the moon
We fly rings around the moon
We fly rings around the moon"
Bee Gees,Be Who You Are,1981,Retro,"[Verse 1]
Be who you are
Don't ever change
The world was made to measure for your smile
So smile

[Verse 2]
Those crazy dreams
We threw, we threw away
I never been alone with you
I never could
They say
That love will find a way
And love will never be set free
And I won't ever let you be
You could not understand
You never will

[Verse 3]
Be who you are
I bless, I bless your name
And all that summer madness caused the rain
And we... we

[Instrumental]
Ahh...
Ahh...
Ahh...

[Release]
The glory that we made
My love will grace the halls of time
For love that never can be mine
You could not love me then
I love you still

[Verse 4]
Be who you are
Seize life and find a way
And I will be that shadow loving who you are
Be who you are
We were"
Bee Gees,Children of the World,1976,Retro,"[Chorus]
Ah, ah-ah-ah
We are children of the world
Watching every day go by
Changes my life, changes your life
Keeps us all anticipating
Ah, ah-ah-ah
We are searchers of the truth
Every man's a boy deep down
Gotta say it how you mean it
There ain't no easy way

[Verse 1]
Like a bird in the wind, like a tree in the storm
Like the breath of a child from the moment he's born
Till the very last day when the curtains are drawn

[Chorus]
Ah, ah-ah-ah
We are children of the world
Asking every question why
From arrival to survival
Just to make it worth the waiting
Ah, ah-ah-ah
We are faces in the night
Watching every day go by
Changes my life, changes your life
There ain't no easy way

[Verse 2]
In the back of your mind, there is always a mark
There's a wandering soul all alone in the dark
You can keep it forever or tear it apart

[Chorus]
Ah, ah-ah-ah
We are children of the world
Watching every day go by
Changing my life, changing your life
Keeps us all anticipating
Ah, ah-ah-ah
We are children of the world
Watching every day go by

[Verse 3]
Like a bird in the wind, like a tree in the storm
Like the breath of a child from the moment he's born
Till the very last day when the curtains are drawn

[Chorus]
Ah, ah-ah-ah
We are children of the world
Watching every day go by
Changes my life, changes your life
Keeps us all anticipating
Ah, ah-ah-ah
We are children of the world
Watching every day go by
Changes my life, changes your life
Keeps us all anticipating"
Bee Gees,Secret Love,1991,Retro,"When do I cry
This breakin' heart
Just hurts me more
When we're apart
And there are two of us
With our secret love

Sleep pretty baby while you wait so long
Livin' with a love that's not just make believe
Lonely nights, I see your candle glow
And in my mind, I trace
Together we can take away
The time and the space

Baby when you got a secret love
Every little touch is not enough
Every little moment we're apart is pain to me
Maybe we can find some hideaway
Everybody knows but who can say
Secretly you know I'd follow
Anywhere to make you happy

Anyway you want me I'll be standing by
I don't wanna lose the one I hunger for
Naked eyes, they watch us everywhere
Nowhere to run, I cry
Everything to lose and no alibi

Baby when you got a secret love
Nothin' you can do but rise above
Secretly you know I'd follow
Anywhere to make you happy

When do I cry
This breakin' heart
Just hurts me more
When we're apart
And there are two of us
With our secret love (together we can take away the time and the space)

Baby when you got a secret love
Nothin' you can do but rise above
Secretly you know I'd follow
Anywhere to make you happy"
Bee Gees,Mr. Natural,1974,Retro,"[Verse 1: Robin Gibb]
Burning embers, I still remember
All of those little things
But I don't feel it so much
'cause I am so out of touch
With my heart and it won't sing
Rusty rainbows
That's how the pain goes
Turning me inside out
Well, I come home at night
And you are out of my sight
Yes, I'm dying and there ain't no doubt
Well, I'm dying and there's no way out

[Hook: Robin Gibb]
Well, I try, try, try, try, try
Mr. Natural, come on baby
When I walk in the rain you won't know that I'm crying
A smile on my face and I'm trying

[Post-Hook: Barry Gibb and Robin Gibb]
I'm trying to understand
That a love that is lost can never be found again
And you see me dance, I look like a happy man

[Verse 2: Barry Gibb]
Just when I think I'm getting it over
An old friend I should see
He said he knew you well
And baby I could tell
You know, he knew you even more then me
I went home laughing
And inside I'm crying
We had a special thing
You know I loved you so much
But girl I'm so out of touch
With my heart and it won't sing
You know my heart just won't sing

[Hook]
Well, I try, try, try, try, try
Mr. Natural, come on baby
When I walk in the rain you won't know that I'm crying
A smile on my face and I'm trying

[Post-Hook]
I'm trying to understand
That a love that is lost can never be found again
And you see me dance, I look like a happy man

[Outro]
Still I try, try, try, try, try, try
Mr. Natural, come on baby
Well, I try, try, try, try, try
Mr. Natural, come on baby
Well, I try, try, try, try, try, try
Mr. Natural, come on baby
Well, I try, try, try, try, try
Mr. Natural, come on baby
Well, I try, try, try, try, try
Mr. Natural, come on baby"
Bee Gees,Love Me,1976,Retro,"[Verse 1]
I remember times, my love, when we really had it all
You were always there to make me smile, help me when I fall
Ooh, I can't believe you're leaving me
When there's so much more to say

[Pre-Chorus]
I can't let you go
Ooh, every time I look at you, I still can feel the glow
Let it be, let it grow

[Chorus]
Ooh, love me please, just a little bit longer
Together, we can make it
Our love is much too young to break it
Love me please, just a little bit harder

[Verse 2]
All I ever wanted was to have you to myself
Then I see you standing there in the arms of someone else
You know a man can stand so much
And it's more than I can bear

[Pre-Chorus]
I can't let you go
Ooh, every time I look at you, I still can feel the glow
Let it be, let it grow

[Chorus]
Ooh, love me please, just a little bit longer
Together, we can make it
Our love is much too young to break it
Love me please, just a little bit harder

[Bridge]
Never even try to see things her way
It's hard on a woman when love ain't no love at all
And when she walks away (No, no)
And she probably will
You're gonna be sorry, begging her, ""Please""

[Chorus]
Love me please, just a little bit longer
Together, we can make it
Our love is much too young to break it
Love me please, just a little bit harder

[Bridge]
I think I can work it out
I can't get enough, I want you tomorrow

[Chorus]
Love me please, just a little bit longer
Together, we can make it
Our love is much too young to break it
Love me please, just a little bit longer
Together, we can make it
Our love is much too young to break it
Love me please, just a little bit longer
Together, we can make it
Our love is much too young to break it
Love me please, just a little bit longer
Together, we can make it"
Bee Gees,Living Together,1979,Retro,"[Chorus: Barry Gibb]
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin' together, livin' together
Instead of being alone?
Why ain't we livin' together, livin' together
Instead of being alone?

[Verse 1: Robin Gibb]
I lay my heart on you and you can show the way
I give my everlasting love until my dying day
Take this lonely soul, the water or the wine
A chance to make you mine, I lay my body on the line

[Chorus: Barry Gibb]
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin' together, livin' together
Instead of being alone?
Why ain't we livin' together, livin' together
Instead of being alone?

[Verse 2: Robin Gibb]
My life was emptiness until you came along
I nearly fell apart, you took my heart and made me strong
And I need all of you to get me through the night
A chance to see the light, I lay my body on the line

[Chorus: Barry Gibb]
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin' together, livin' together
Instead of being alone?
Why ain't we livin' together, livin' together
Instead of being alone?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin' together, livin' together
Instead of being alone?
Why ain't we livin' together, livin' together
Instead of being alone?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?
Why ain't we livin', livin' together
Instead of being so, so far apart?"
Bee Gees,Don’t Say Goodbye,1964,Retro,"Please believe me, I will never be untrue
And don't believe the jealous lies they told to you
Oh no, don't go, don't make this poor boy cry
I'll be true, I beg of you, don't say goodbye

Now don't you know I love you more than I can say
And it would mean my life if you should run away
Oh no, don't go, don't make this poor boy cry
I'll be true, I beg of you, don't say goodbye

You just won't listen to my pleas
You want me beggin' on my knees

So sit right down and listen while I beg, you see
I'll never be untrue, so please believe in me
Oh no, don't go, don't make this poor boy cry
I'll be true, I beg of you, don't say goodbye
I'll be true, I beg of you, don't say goodbye"
Bee Gees,She Keeps On Coming,2001,Retro,"Front and centre
I don't know how it happened then
I can't explain it
What was she thinking of when
Mother Nature
She put us both together, and
The way she touched me
And I ran that red light and so I
Said I love her
She tell me I don't matter
I try to kiss her
But every dream is shattered
No early warning
Except the morning after
Look in the mirror like a rabbit in the headlights

She keeps on coming back for more
She keeps on coming back for more
She keeps on coming back for more
Champagne and roses
Breakfast in bed
Wrapped in each other
And out of my head
She keeps on coming back for more
She keeps on coming back for more

Oh no
Oh no
Yeah
Oh no

She ain't no Cleopatra
I ain't no Julius Caesar
I ain't no Casanova
She ain't no Mona Lisa
She charm a nation
She send you out to die
And we were flying when she ran that red light
I ain't no Valentino
She ain't no Greta Garbo
No Aphrodite
I'll never be Apollo
But when we come together
There's no one else can follow
There's no tomorrow when we run that red light

She keeps on coming back for more
She keeps on coming back for more
She keeps on knocking at the door
Drunk on desire
Erotic delights
Sooner or later, she'll kiss you goodnight
She keeps on coming back for more
She keeps on coming back for more

Oh no
Oh no
Oh no
Oh no

Midnight
Die in the arms of a lover
Hold tight
I close my eyes and she's gone
Dream time
She's mine
Always here
Small town
Daytime
Disappear

She keeps on coming back for more
She keeps on coming back for more
She keeps on coming back for more
Drunk on desire
Erotic delights
Sooner or later, she'll kiss you goodnight
But she keeps on coming back for more
She keeps on coming back for more
She keeps on knocking at the door
She keeps on coming back for more
She keeps on coming back for more"
Bee Gees,Wind of Change,1975,Retro,"[Verse 1]
In the streets of New York City
Every man can feel the cold
And I don't want no pity
But I want my story told

[Verse 2]
And the lights shine down on me
They shine on the little boy
Is this the way to make him pay
Being born in a world of joy?

[Refrain]
But like me, he don't know where he'll go wrong
He won't cry so many tears
Till he finds out why he don't belong
But like me, there's no room for us out there
You can lose your hope and pride
When it comes to broken dreams, you'll get your share

[Verse 3]
Sometimes
A man breaks down
And the good things he is looking for
Are crushed into the ground

[Chorus]
Get on up, look around
Can't you feel the wind of change?
Get on up, taste the air
Can't you see the wind of change?

[Verse 4]
Do you understand what I'm saying?
We need a god down here
A man to lead us children
Take us from the valley of fear

[Verse 5]
Make the lights shine down on us
Show us the road to go
Help us survive, make us arrive
Teach us what we need to know

[Refrain]
But like me, he don't know where he'll go wrong
He won't cry so many tears
Till he finds out why he don't belong
But like me, there's no room for us out there
You can lose your hope and pride
When it comes to broken dreams, you'll get your share

[Verse 6]
Sometimes
A man breaks down, down, down, down, down
And the good things he's searching for
Are crushed into the ground

[Chorus]
Get on up, look around
Can't you feel the wind of change?
Get on up, taste the air
Can't you see the wind of change?
Get on up, look around
Can't you feel the wind of change?
Get on up, taste the air
Can't you see the wind of change?

[Bridge]
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah

[Chorus]
Get on up, look around
Can't you feel the wind of change?
Get on up, taste the air
Can't you see the wind of change?
Get on up, look around
Can't you feel the wind of change?
Get on up, taste the air
Can't you see the wind of change?
Get on up, look around
Can't you feel the wind of change?
Get on up"
Bee Gees,Lamplight,1969,Retro,"[Intro: Barry, Robin, and Maurice Gibb]
Allons, viens encore, chérie
J'attendrai patiemment
Sous la lampe dans la vieille avenue

[Verse 1: Robin Gibb]
Then I may end, she had things to buy
I close my eyes, yet I don't know why
I gave her money, said she knew someone
And she said she won't be long

[Chorus: Barry, Robin, and Maurice Gibb]
Lamplight, keep on burning
While this heart of mine is yearning
Lamplight, keep on burning
'Til this love of yours is mine

[Verse 2: Robin Gibb]
I sat alone with my thoughts and laughed
Then saw your face in an old photograph
I didn't think that I could live without you
But what am I to do?

[Chorus: Barry, Robin, and Maurice Gibb]
Lamplight, keep on burning
While this heart of mine is yearning
Lamplight, keep on burning
'Til this love of yours is mine

[Bridge: Robin Gibb]
Come home again, dear
I have waited year after year
Under the lamp in our old avenue
If all in the world that's laughing
Why should it make us cry?"
Bee Gees,Edge of the Universe,1975,Retro,"Just my dog and I
At the edge of the universe
Well, I didn't want to bring her
And I know it'll make her worse

Now I look out on forever
And it must be nice down there
And they call me Shenandora in the air

Well, I'm ten feet tall
But I'm only three feet wide
And I live inside an ocean that flows
On the other side

If I came back down tomorrow
Would it all be far too soon?
And it looks like it's gonna be a lovely afternoon

I thought that I was going home
And all the way I kept on praying
I couldn't stop to turn around;
Well, here I am and here I'm staying

It's been my longest journey
And I've come through the black of night
I was tired and hungry
When I saw your distant light

Well, I know this may sound crazy
But I'm sure I got here first
I'm just me, Shenandora
At the edge of the universe

I thought that I was going home
And all the way I kept on praying
I couldn't stop to turn around;
Well, here I am and here I'm staying

Just my dog and I
At the edge of the universe
Well, I didn't want to bring her
And I know it'll make her worse

Now I look out on forever
And it must be nice down there
And they call me Shenandora in the air

At the edge of the universe..."
Bee Gees,Reaching Out,1979,Retro,"[Verse 1]
Watching every day go by, living in a foolish game
Just the way I feel today living my life without you
Never hear a single word, living in a lullaby
Praying every tear I cry living my life without you

[Bridge]
And everywhere you go I fly
(I love you with a special feeling)
Darling 'til the day I die
(Baby, never stop believing)

[Chorus]
I'll be reaching out, I'll be reaching out
Ah, ah, ah, ah, reaching out
(There's a woman goin' through me)
I'll be reaching out
(Got a chance to hold you to me) Ah, ah, ah, ah
Everything is lonely and I need you
Living my life forever, forever

[Verse 2]
Watching every day go by
Living on the one I love
What I got is not enough
Living my life without you

[Bridge]
I believe in yesterday
(Yesterday was once tomorrow)
With love, with love wide open every way
(Baby you're the light I follow)

[Chorus]
(I'll be, I'll be, ooh) I'll be reaching out, I'll be reaching out
Ah, ah, ah, ah, reaching out
(There's a woman going through me)
I'll be reaching out
(Got a chance to hold you to me) Ah, ah, ah, ah
Everything is lonely and I need you
Living my life forever
I'll be reaching out (Ah, ah), I'll be reaching out (Ah)
Ah, ah, ah, ah
Reaching out (Ah), I'll be reaching out (Ah)
Ah, ah, ah, ah (Hey)
Living my life forever

[Outro]
Reaching out, I'll be reaching out
Ah, ah, ah, ah
Reaching out, I'll be reaching out
Ah, ah, ah, ah
Reaching out, I'll be reaching out
Ah, ah, ah, ah
Reaching out"
Bee Gees,Sacred Trust,2001,Retro,"I meant to fight it to the finish but you made me forget
And though it's possible I'm dreaming, don't wake me yet
You know I love you, I can't see the day for night

You know I twist around and turn around and then I give in
You end up in control of me it's really a sin
I don't know what you're doing to me
But I know it's a crime

And baby I can't last another night
And every moment is eternity
And from the depth of my soul
Can't let another day go by

I follow my heart right up to the end
As far as the eye can see
I'm faithful and true and livin' up to
Your sacred trust in me
I'll never give out to somebody else
I know where my arms should be
I'm faithful and true and makin' it through
Your sacred trust in me
Your sacred trust in me

You take me and you break me and you do what you please
I stumble and I tremble and I'm weak at the knees
The vision that lies before me is not reality

I tell you I can't wait another night
For every secret that your soul reveals
And you and I may get to know
That it's real, that it's real

I follow my heart that leads me to you
And all that my love should be
(You know I'm talkin' to you)
And you can be sure I'm doin' it for
Your sacred trust in me
I'll never give out to somebody else
(Callin' me)
There's nowhere my heart should be
(You know I'm callin' to you)
I'm faithful and true and livin' up to
Your sacred trust in me
(Your scared trust)
Your sacred trust in me

I follow my heart right up to the end
As far as the eye can see
I'm faithful and true and livin' up to
Your sacred trust in me
I'll never give out to somebody else
I know where my arms should be
I'm faithful and true and makin' it through
Your sacred trust in me
Your sacred trust

I follow my heart that leads me to you
(Follow me)
(Oh yeah)
And all that my love should be
(You know I'm callin' to you)
And you can be sure I'm doin' it for
Your sacred trust in me
(Hey when)
I'll never give out to somebody else
(Callin' me)
There's nowhere my heart should be
(You know I'm callin' to you)
I'm faithful and true and livin' up to
(Oh yeah)
Your sacred trust in me
Your sacred trust"
Bee Gees,Grease (Live At The MGM Grand),1998,Retro,"Grease is the word, is the word that you heard
It's got groove, it's got meaning

We solve our problems and we see the light
We gotta plug and think, we gotta feed it right
There ain't no danger, we can go too far
We start believing now that we can be who we are

Grease is the word

They think our love is just a growing pain
Why don't they understand it's just a crying shame?
Their lips are lying, only real is real
We start believing now that we can be who we feel

Grease is the word

Grease is the word, is the word that you heard
It's got groove, it's got meaning
Grease is the time, is the place, is the motion
Grease is the way we are feeling

We take the pressure and we throw away
Conventionality belongs to yesterday
There is a chance that we can make it so far
We start believing now that we can be who we are

Grease is the word

Grease is the word, is the word that you heard
It's got groove, it's got meaning
Grease is the time, is the place, is the motion
Grease is the way we are feeling

Grease is the word, is the word that you heard
It's got groove, it's got meaning
Grease is the time, is the place, is the motion
Grease is the way we are feeling

Grease is the word
Is the word
Is the word
Is the word
Is the word
Is the word..."
Bee Gees,I.O.I.O.,1970,Retro,"[Chorus]
I O, I I I I I I O, I O
I O, I I I I I I O, I O
I O, I I I I I I O, I O
I O, I I I I I I O, I O

[Verse 1]
You know I love getting up in the morning
When the sun first strikes the trees
All the morning birds that sing above
Still bring back memories

Of a girl who stood beside me
When the rights I did were wrong
But she went back down the river
Just when I thought I could be strong
When I thought I could be strong, so I sing

[Bridge]
I O, I I I I I I O, I O
I O, I I I I I I O, I O

[Verse 2]
She never told me why she left me
But the letter said goodbye
Now my mornings are for wondering
And my nights to reason why

Why a stranger comes to steal the love
Of a girl I had to hold
But she went back down the river
Just when I thought I could be strong
When I thought I could be strong, so I sing

[Chorus - Var.1]
I O, I I I I I I O, I O
I sing, I O, I I I I I I O, I O
I sing, I O, I I I I I I O, I O

[Outro]
I O, I I I I I I O, I O
I O, I I I I I I O, I O
I O, I I I I I I O, I O
I O, I I I I I I O, I O"
Bee Gees,Marley Purt Drive,1969,Retro,"[Verse 1]
Sunday morning, woke up yawning
Filled the pool for a swim
Pulled down the head and looked in the glass
Just to see if I was in
Went up the stairs and kissed my woman
To make her come alive

[Refrain 1]
'Cause with fifteen kids and a family on the skids
I gotta go for a Sunday drive
Fifteen kids and a family on the skids
I gotta go for a Sunday drive

[Verse 2]
That's how they are, so I grabbed out the car
Convertible fifty-nine
Headed to the freeway
Tried to find the Pasadena sign
Ten miles and three quarters
I wasn't feeling any more alive

[Refrain 1]
'Cause with fifteen kids and a family on the skids
I gotta go for a Sunday drive
Fifteen kids and a family on the skids
I gotta go for a Sunday drive

[Verse 3]
I used to be a minstrel free
With a whole lot of bread in my bag
I used to feel that my life was real
But the good Lord threw me a snag
Now I'm gonna be the same as me
No matter how I try

[Refrain 1]
'Cause with fifteen kids and a family on the skids
I gotta go for a Sunday drive
Fifteen kids and a family on the skids
I gotta go for a Sunday drive

[Verse 4]
Turned 'round the car and headed for home
I guess I realized my fate
Ten miles and three quarters more
I pulled up outside the gate
Twenty more kids were stood inside
And that made thirty-five

[Refrain 2]
'Cause with an orphanage full of thirty-five kids
I gotta go for a Sunday drive
An orphanage full of thirty-five kids
I gotta go for a Sunday drive

[Verse 1]
Sunday morning, woke up yawning
Filled the pool for a swim
Pulled down the glass and looked in the mirror
Just to see if I was in
Went up the stairs and kissed my woman
To make her come alive

[Refrain 2]
'Cause with an orphanage full of thirty-five kids
I gotta go for a Sunday drive
An orphanage full of thirty-five kids
I gotta go for a Sunday drive"
Bee Gees,Alive,1972,Retro,"[Verse 1]
Maybe you talk too high, man
Maybe I talk too slow
But you've got to live a little bit faster
Cause you've got a little less time to go

[Verse 2]
I ain't lost and I ain't searching
But then you know me very well
And I can't change the wind and make it blow the other way
I'm a fool and I can tell

[Bridge]
That I'm alive and that's all
That I can get up just as fast as I fall
And I can walk and run but I'll never crawl
And in the end it doesn't matter at all

[Chorus]
I don't know about the people that I read about in books
And the Kings and Queens around my room with their quiet dirty looks
I know I should be going somewhere, I just can't arrive
There's a reason for believing that I've never been alive, alive

[Verse 2]

[Bridge]

[Chorus 2]
I don't know about those people that I read about in books
And the Kings and Queens around my room with their quiet dirty looks
I know I should be going somewhere, I just can't arrive
There's a reason for believing that I've never been alive
I know I should be going somewhere I just can't arrive
There's a reason for believing that I've never been alive, alive, alive"
Bee Gees,Living Eyes,1981,Retro,"[Verse 1]
Would you believe me if I told you your tomorrow is my yesterday
But be alive
I know that we will
The world keeps on moving but I'm holdin' still

[Verse 2]
In the beginning, I was far away and praying for my destiny
That would arrive
The moment you're born
For we will be here when the miracle comes

[Chorus]
Living eyes, when under the sun don't cry
No war in my mind
The state of my heart
Living eyes, when out in the rain will fall
The day I deny the face of my love

[Bridge]
We are of age, we are in time, we are forever
Right now when the power is mine
I leave you heaven and the earth, I leave you never
And living to love is the reason we shine

[Verse 3]
I been over I been under
I don't own a dream to analyze
But living eyes you know that I do
Believe in the soul and the magic of you

[Chorus]
Living eyes, when under the sun don't cry
No war in my mind
The state of my heart
Living eyes, when out in the rain will fall
The day I deny the face of my love

[Bridge]
We are of age, we are in time, we are forever
Right now when the power is mine
I leave you heaven and the earth, I leave you never
And living to love is the reason we shine

[Chorus]
Living eyes
When under the sun don't cry
No war in my mind
The state of my heart
Living eyes
When out in the rain will fall
The day I deny
The face of my love
Living eyes
When under the sun don't cry
No war in my mind
The state of my heart
Living eyes
When out in the rain will fall
The day I deny
The face of my love"
Bee Gees,Every Christian Lion Hearted Man Will Show You,1967,Retro,"[Intro]
(Oh solo Dominique)
(Oh solo Dominique)
(Oh solo Dominique)
(Oh solo Dominique)

[Verse 1]
""Take this in hand""
Said he who stands
Behind the chair
A broken table there

[Chorus]
Every Christian lion-hearted man will show you
Every Christian lion-hearted man will show you

[Refrain]
(Oh solo Dominique)
(Oh solo Dominique)

[Verse 2]
Don't walk so tall
Before you crawl
For every child
Is thinking of something wild

[Chorus]
Every Christian lion-hearted man will show you
Every Christian lion-hearted man will show you

[Refrain]
(Oh solo Dominique)
(Oh solo Dominique)
(Oh solo Dominique)

[Chorus]
Every Christian lion-hearted man will show you
Every Christian lion-hearted man will show you
(Every Christian lion-hearted man will show you)

[Outro]
(Oh solo Dominique)
(Oh solo Dominique)
(Oh solo Dominique)"
